Nr,Lat,Long,Latgms,Longms,Municipio,CodIbge,Estado,AreaKm2,Desmatado2015,Incremento20142015,Floresta2015,Nuvem2015,NaoObservado2015,NaoFloresta2015,Hidrografia2015,Soma 
 1,-3.25303,-45.97435,S 3 15 10.91,O 45 58 27.66,Zé Doca,2114007,MA,2438,2016.8,0.8,376.1,45.1,0.0,0.0,0.0,100
 2,-6.84864,-49.25551,S 6 50 55.10,O 49 15 19.84,Xinguara,1508407,PA,3793,3377.5,1.1,397.4,0.5,0.0,0.0,17.6,100
 3,-10.61178,-68.46285,S 10 36 42.41,O 68 27 46.26,Xapuri,1200708,AC,5511,1353.1,18.3,4157.9,0.0,0.0,0.0,0.0,100
 4,-6.59866,-48.48198,S 6 35 55.18,O 48 28 55.13,Xambioá,1722107,TO,1191,996.2,1.6,153.7,0.0,0.0,11.0,30.1,100
 5,-6.88444,-47.99094,S 6 53 3.98,O 47 59 27.38,Wanderlândia,1722081,TO,1382,316.6,0.3,144.6,0.0,0.0,920.8,0.0,100
 6,-4.15502,-45.29588,S 4 9 18.07,O 45 17 45.17,Vitorino Freire,2113009,MA,1209,1166.3,0.0,0,0.0,0.0,43.3,0.0,100
 7,-3.19117,-51.87114,S 3 11 28.21,O 51 52 16.10,Vitória do Xingu,1508357,PA,3136,1974.1,47.7,984.8,27.6,0.0,0.1,149.4,99
 8,-3.54938,-44.93269,S 3 32 57.77,O 44 55 57.68,Vitória do Mearim,2112902,MA,736,241.9,0.0,8.6,10.7,0.0,464.9,9.9,100
 9,-1.01612,-52.05024,S 1 0 58.03,O 52 3 0.86,Vitória do Jari,1600808,AP,2481,205.8,0.4,1238.1,527.7,0.0,379.8,129.6,100
 10,-1.09331,-46.26696,S 1 5 35.92,O 46 16 1.06,Viseu,1508308,PA,4971,3464.9,4.1,1039.4,334.0,0.0,45.4,87.3,100
 11,-12.12351,-60.11211,S 12 7 24.64,O 60 6 43.60,Vilhena,1100304,RO,11584,1778.2,15.8,8118.5,0.0,0.0,1685.8,1.5,99
 12,-10.01731,-51.43727,S 10 1 2.32,O 51 26 14.17,Vila Rica,5108600,MT,7443,4638.5,6.3,2607.8,0.0,0.0,186.8,9.9,100
 13,-5.03923,-48.09734,S 5 2 21.23,O 48 5 50.42,Vila Nova dos Martírios,2112852,MA,1196,971.7,0.3,83.3,0.0,0.0,131.8,9.2,99
 14,-15.13556,-60.01729,S 15 8 8.02,O 60 1 2.24,Vila Bela da Santíssima Trindade,5105507,MT,13521,4626.4,7.6,2228.3,2.9,0.0,6590.5,72.9,100
 15,-0.91777,-48.11811,S 0 55 3.97,O 48 7 5.20,Vigia,1508209,PA,536,218.8,1.4,107.4,32.0,0.0,16.4,161.4,100
 16,-3.13012,-45.18793,S 3 7 48.43,O 45 11 16.55,Viana,2112803,MA,1176,506.0,0.0,71.3,21.3,0.0,382.3,195.1,100
 17,-12.48409,-55.32384,S 12 29 2.72,O 55 19 25.82,Vera,5108501,MT,2952,1949.5,7.2,984.6,0.0,0.0,17.8,0.1,99
 18,-15.55785,-56.34462,S 15 33 28.26,O 56 20 40.63,Várzea Grande,5108402,MT,939,0.0,0.0,1.3,0.0,0.0,937.7,0.0,100
 19,-10.36243,-62.07227,S 10 21 44.75,O 62 4 20.17,Vale do Paraíso,1101807,RO,974,872.1,1.3,97.7,0.0,0.0,3.5,0.7,100
 20,-9.69033,-61.77120,S 9 41 25.19,O 61 46 16.32,Vale do Anari,1101757,RO,3166,1248.9,14.5,1886.8,0.0,0.0,11.3,19.0,100
 21,-15.02325,-58.95656,S 15 1 23.70,O 58 57 23.62,Vale de São Domingos,5108352,MT,1913,605.5,0.8,496.4,0.0,0.0,811.1,0.0,100
 22,-11.11448,-62.45596,S 11 6 52.13,O 62 27 21.46,Urupá,1101708,RO,841,692.1,1.0,51.2,0.0,0.0,97.7,0.0,100
 23,-2.83490,-57.83095,S 2 50 5.64,O 57 49 51.42,Urucurituba,1304401,AM,2915,97.0,0.2,128.0,0.0,0.0,1689.6,1000.4,100
 24,-1.24938,-58.78714,S 1 14 57.77,O 58 47 13.70,Urucará,1304302,AM,28012,344.3,0.4,24400.7,2197.6,0.0,423.0,646.4,100
 25,-3.57633,-53.74101,S 3 34 34.79,O 53 44 27.64,Uruará,1508159,PA,10794,3251.4,53.2,6430.1,1112.3,0.0,0.0,0.2,99
 26,-11.53596,-54.35070,S 11 32 9.46,O 54 21 2.52,União do Sul,5108303,MT,4583,1123.8,38.5,3436.5,0.0,0.0,22.7,0.0,100
 27,-3.80187,-47.54701,S 3 48 6.73,O 47 32 49.24,Ulianópolis,1508126,PA,5122,3505.9,22.5,1322.2,293.9,0.0,0.0,0.0,100
 28,4.71636,-60.34048,N 4 42 58.90,O 60 20 25.73,Uiramutã,1400704,RR,8117,48.0,0.1,2091.6,85.2,0.0,5884.1,8.1,99
 29,-3.20648,-65.43058,S 3 12 23.33,O 65 25 50.09,Uarini,1304260,AM,10448,256.4,0.5,9637.4,22.0,0.0,100.4,431.8,99
 30,-2.11952,-45.43842,S 2 7 10.27,O 45 26 18.31,Turilândia,2112456,MA,1529,1200.5,0.0,47.3,85.1,0.0,135.6,60.5,100
 31,-1.47124,-45.40039,S 1 28 16.46,O 45 24 1.40,Turiaçu,2112407,MA,2603,1934.7,1.6,275.9,277.7,0.0,48.0,66.7,100
 32,-8.35527,-48.19828,S 8 21 18.97,O 48 11 53.81,Tupiratins,1721307,TO,900,2.2,0.0,6.8,0.0,0.0,883.1,7.9,100
 33,-8.94054,-48.28255,S 8 56 25.94,O 48 16 57.18,Tupirama,1721257,TO,715,0.0,0.0,0,0.0,0.0,709.8,5.7,100
 34,-5.60091,-44.82688,S 5 36 3.28,O 44 49 36.77,Tuntum,2112308,MA,3619,1237.3,9.4,404.2,0.0,0.0,1933.7,43.8,99
 35,-3.77013,-45.57549,S 3 46 12.47,O 45 34 31.76,Tufilândia,2112274,MA,274,249.0,0.0,0.0,0.0,0.0,25.0,0.0,100
 36,-3.79728,-49.80670,S 3 47 50.21,O 49 48 24.12,Tucuruí,1508100,PA,2095,799.1,23.2,775.6,37.5,0.0,4.7,478.1,99
 37,-6.81334,-51.41284,S 6 48 48.02,O 51 24 46.22,Tucumã,1508084,PA,2513,2286.9,4.2,218.5,0.0,0.0,0.0,7.6,99
 38,-4.53616,-44.66999,S 4 32 10.18,O 44 40 11.96,Trizidela do Vale,2112233,MA,225,153.7,0.0,71.3,0.0,0.0,0.0,0.0,100
 39,-5.10620,-55.93385,S 5 6 22.32,O 55 56 1.86,Trairão,1508050,PA,11997,1285.2,25.0,10563.6,45.1,0.0,1.1,102.0,99
 40,-0.92904,-46.93052,S 0 55 44.54,O 46 55 49.87,Tracuateua,1508035,PA,858,468.7,0.3,104.1,75.6,0.0,188.8,20.8,99
 41,-16.29768,-52.91830,S 16 17 51.65,O 52 55 5.88,Torixoréu,5108204,MT,2397,0.0,0.0,1.7,0.0,0.0,2394.2,1.1,99
 42,-2.57583,-67.47268,S 2 34 32.99,O 67 28 21.65,Tonantins,1304237,AM,6619,85.0,0.0,3539.7,2611.2,0.0,67.4,315.7,100
 43,-2.66028,-48.25818,S 2 39 37.01,O 48 15 29.45,Tomé-Açu,1508001,PA,5169,2972.2,5.0,2037.4,158.9,0.0,0.1,0.4,100
 44,-6.23192,-47.55419,S 6 13 54.91,O 47 33 15.08,Tocantinópolis,1721208,TO,1085,302.5,0.0,133.6,0.0,0.0,624.0,24.9,99
 45,-9.61778,-48.15994,S 9 37 4.01,O 48 9 35.78,Tocantínia,1721109,TO,2619,0.0,0.0,0,0.0,0.0,2600.5,18.8,100
 46,-10.08860,-62.27984,S 10 5 18.96,O 62 16 47.42,Theobroma,1101609,RO,2217,1761.0,4.3,455.6,0.0,0.0,0.0,0.4,100
 47,-15.90627,-53.44494,S 15 54 22.57,O 53 26 41.78,Tesouro,5108105,MT,3944,0.0,0.0,4.0,0.0,0.0,3938.9,1.1,100
 48,-1.90481,-56.47418,S 1 54 17.32,O 56 28 27.05,Terra Santa,1507979,PA,1900,354.6,4.7,747.3,20.6,0.0,388.1,389.4,99
 49,-10.49327,-54.98918,S 10 29 35.77,O 54 59 21.05,Terra Nova do Norte,5108055,MT,2551,2141.6,2.2,404.8,0.0,0.0,4.6,0.0,100
 50,-0.99347,-47.84850,S 0 59 36.49,O 47 50 54.60,Terra Alta,1507961,PA,209,171.5,0.0,22.4,15.1,0.0,0.0,0.0,100
 51,-10.93190,-62.25910,S 10 55 54.84,O 62 15 32.76,Teixeirópolis,1101559,RO,464,442.1,0.4,21.9,0.0,0.0,0.0,0.0,100
 52,-4.41301,-65.57764,S 4 24 46.84,O 65 34 39.50,Tefé,1304203,AM,24186,660.8,2.2,22576.5,55.1,0.0,168.9,724.7,100
 53,-8.30801,-45.88700,S 8 18 28.84,O 45 53 13.20,Tasso Fragoso,2112001,MA,4426,0.0,0.0,27.1,0.0,0.0,4398.9,0.0,100
 54,1.31335,-50.92943,N 1 18 48.06,O 50 55 45.95,Tartarugalzinho,1600709,AP,6718,321.6,2.7,1501.5,1479.5,0.0,3226.1,189.3,99
 55,-8.26015,-71.43408,S 8 15 36.54,O 71 26 2.69,Tarauacá,1200609,AC,21156,1536.9,4.0,19111.0,493.3,0.0,1.2,13.6,99
 56,-12.58197,-56.49045,S 12 34 55.09,O 56 29 25.62,Tapurah,5108006,MT,4491,2046.8,18.7,1753.5,0.0,0.0,680.6,10.1,99
 57,-5.93398,-65.97188,S 5 56 2.33,O 65 58 18.77,Tapauá,1304104,AM,90962,323.9,0.7,86725.9,249.7,0.0,2161.1,1501.4,100
 58,-14.43270,-58.38021,S 14 25 57.72,O 58 22 48.76,Tangará da Serra,5107958,MT,11333,2178.4,0.5,640.9,0.0,0.0,8512.8,0.9,100
 59,-12.67090,-49.06021,S 12 40 15.24,O 49 3 36.76,Talismã,1720978,TO,2162,0.0,0.0,3.6,0.0,0.0,2158.4,0.0,100
 60,-12.15468,-46.97995,S 12 9 16.85,O 46 58 47.82,Taipas do Tocantins,1720937,TO,1123,0.0,0.0,0,0.0,0.0,1123.5,0.0,100
 61,-2.90336,-48.78385,S 2 54 12.10,O 48 47 1.86,Tailândia,1507953,PA,4451,2243.6,6.7,1998.3,209.1,0.0,0.0,0.0,100
 62,-12.34835,-46.59775,S 12 20 54.06,O 46 35 51.90,Taguatinga,1720903,TO,2458,0.0,0.0,5.7,0.0,0.0,2452.3,0.0,100
 63,-4.02878,-69.69786,S 4 1 43.61,O 69 41 52.30,Tabatinga,1304062,AM,3343,162.6,0.2,3031.1,96.0,0.0,1.3,52.0,100
 64,-11.06717,-56.77742,S 11 4 1.81,O 56 46 38.71,Tabaporã,5107941,MT,8231,2591.0,11.5,3393.7,0.0,0.0,2240.1,6.2,100
 65,-6.50222,-44.32649,S 6 30 7.99,O 44 19 35.36,Sucupira do Norte,2111904,MA,1087,0.0,0.0,0,0.0,0.0,1087.8,0.0,100
 66,-12.08831,-48.85414,S 12 5 17.92,O 48 51 14.90,Sucupira,1720853,TO,1030,0.0,0.0,0,0.0,0.0,1030.8,0.0,100
 67,-0.53599,-48.67721,S 0 32 9.56,O 48 40 37.96,Soure,1507904,PA,3528,34.7,0.0,168.4,91.1,0.0,2502.9,730.9,99
 68,-12.69331,-55.77741,S 12 41 35.92,O 55 46 38.68,Sorriso,5107925,MT,9349,3975.0,0.7,1254.9,0.0,0.0,4119.1,0.0,100
 69,-5.64773,-47.65314,S 5 38 51.83,O 47 39 11.30,Sítio Novo do Tocantins,1720804,TO,325,297.9,0.1,27.1,0.0,0.0,0.0,0.0,100
 70,-6.27437,-46.55403,S 6 16 27.73,O 46 33 14.51,Sítio Novo,2111805,MA,3141,59.1,0.2,18.8,0.0,0.0,3063.1,0.0,100
 71,-11.74201,-55.40265,S 11 44 31.24,O 55 24 9.54,Sinop,5107909,MT,3935,2489.6,5.3,1290.7,0.0,0.0,136.3,18.4,99
 72,-2.85099,-58.49614,S 2 51 3.56,O 58 29 46.10,Silves,1304005,AM,3758,436.2,0.7,2520.2,74.2,0.0,128.7,598.7,99
 73,-11.11331,-48.22351,S 11 6 47.92,O 48 13 24.64,Silvanópolis,1720655,TO,1268,0.0,0.0,0,0.0,0.0,1268.6,0.0,100
 74,-1.88674,-45.04397,S 1 53 12.26,O 45 2 38.29,Serrano do Maranhão,2111789,MA,1221,1101.9,0.1,22.9,80.2,0.0,2.3,13.7,100
 75,-12.06992,-51.31397,S 12 4 11.71,O 51 18 50.29,Serra Nova Dourada,5107883,MT,1491,340.1,4.0,188.2,0.0,0.0,962.7,0.0,100
 76,1.63998,-52.27148,N 1 38 23.93,O 52 16 17.33,Serra do Navio,1600055,AP,7762,72.2,0.1,1908.4,5772.3,0.0,0.0,9.1,100
 77,-11.88579,-63.10785,S 11 53 8.84,O 63 6 28.26,Seringueiras,1101500,RO,3821,1279.8,7.0,1845.7,0.5,0.0,695.0,0.0,99
 78,-5.31274,-47.07804,S 5 18 45.86,O 47 4 40.94,Senador La Rocque,2111763,MA,1247,1157.7,1.7,89.3,0.0,0.0,0.0,0.0,100
 79,-3.55820,-51.73873,S 3 33 29.52,O 51 44 19.43,Senador José Porfírio,1507805,PA,14389,873.3,58.5,12811.5,232.0,0.0,84.9,387.3,100
 80,-9.97788,-67.32124,S 9 58 40.37,O 67 19 16.46,Senador Guiomard,1200450,AC,2384,1702.9,5.0,681.1,0.0,0.0,0.0,0.0,100
 81,-9.77147,-69.33204,S 9 46 17.29,O 69 19 55.34,Sena Madureira,1200500,AC,24599,1853.2,43.3,22742.4,0.4,0.0,2.4,0.6,99
 82,-3.93889,-45.26408,S 3 56 20.00,O 45 15 50.69,Satubinha,2111722,MA,447,356.2,0.0,0,0.0,0.0,86.7,4.4,100
 83,-6.83358,-49.56823,S 6 50 0.89,O 49 34 5.63,Sapucaia,1507755,PA,1300,1158.7,0.9,141.3,0.0,0.0,0.0,0.0,100
 84,-12.96091,-58.60201,S 12 57 39.28,O 58 36 7.24,Sapezal,5107875,MT,13636,187.3,0.3,2852.3,0.0,0.0,10595.9,0.5,100
 85,-2.87304,-44.93268,S 2 52 22.94,O 44 55 57.65,São Vicente Ferrer,2111706,MA,393,296.1,0.0,0,0.0,0.0,97.8,0.0,100
 86,-11.77169,-48.22797,S 11 46 18.08,O 48 13 40.69,São Valério da Natividade,1720499,TO,2532,0.0,0.0,0,0.0,0.0,2532.2,0.0,100
 87,-1.89625,-58.81001,S 1 53 46.50,O 58 48 36.04,São Sebastião do Uatumã,1303957,AM,10776,216.8,1.7,8704.5,1163.2,0.0,65.7,625.8,100
 88,-5.24321,-48.32049,S 5 14 35.56,O 48 19 13.76,São Sebastião do Tocantins,1720309,TO,287,135.6,0.0,0,0.0,0.0,132.9,18.6,100
 89,-1.43102,-49.60420,S 1 25 51.67,O 49 36 15.12,São Sebastião da Boa Vista,1507706,PA,1636,123.8,0.0,595.2,626.0,0.0,175.1,115.9,99
 90,-12.54073,-48.35452,S 12 32 26.63,O 48 21 16.27,São Salvador do Tocantins,1720259,TO,1429,0.0,0.0,0.0,0.0,0.0,1429.0,0.0,100
 91,-5.02229,-45.02380,S 5 1 20.24,O 45 1 25.68,São Roberto,2111672,MA,229,229.7,0.0,0,0.0,0.0,0.0,0.0,100
 92,-5.10345,-45.06812,S 5 6 12.42,O 45 4 5.23,São Raimundo do Doca Bezerra,2111631,MA,284,280.2,0.0,3.8,0.0,0.0,0.0,0.0,100
 93,-7.05201,-45.66837,S 7 3 7.24,O 45 40 6.13,São Raimundo das Mangabeiras,2111607,MA,3555,0.0,0.0,0,0.0,0.0,3555.6,0.0,100
 94,-6.85028,-46.80829,S 6 51 1.01,O 46 48 29.84,São Pedro dos Crentes,2111573,MA,987,0.0,0.0,0,0.0,0.0,988.0,0.0,100
 95,-15.96819,-54.74813,S 15 58 5.48,O 54 44 53.27,São Pedro da Cipa,5107404,MT,343,305.8,0.0,6.2,0.0,0.0,31.0,0.0,100
 96,-5.13864,-48.34450,S 5 8 19.10,O 48 20 40.20,São Pedro da Água Branca,2111532,MA,725,454.4,0.0,40.4,0.0,0.0,208.0,22.2,100
 97,-4.73714,-69.52392,S 4 44 13.70,O 69 31 26.11,São Paulo de Olivença,1303908,AM,20467,180.1,0.3,16741.8,2871.0,0.0,86.3,587.8,100
 98,-5.54593,-47.56455,S 5 32 45.35,O 47 33 52.38,São Miguel do Tocantins,1720200,TO,400,341.0,0.8,42.0,0.0,0.0,4.2,12.8,100
 99,-11.62070,-62.70568,S 11 37 14.52,O 62 42 20.45,São Miguel do Guaporé,1100320,RO,8102,2178.9,5.2,4124.9,0.0,0.0,1798.2,0.0,99
 100,-1.55275,-47.62771,S 1 33 9.90,O 47 37 39.76,São Miguel do Guamá,1507607,PA,1117,886.9,1.6,147.8,34.9,0.0,15.2,32.2,99
 101,-3.98602,-44.50422,S 3 59 9.67,O 44 30 15.19,São Mateus do Maranhão,2111508,MA,793,461.2,0.3,215.9,0.0,0.0,106.9,9.0,100
 102,0.84851,-60.14343,N 0 50 54.64,O 60 8 36.35,São Luiz,1400605,RR,1537,575.4,4.2,958.1,1.4,0.0,0.0,2.1,100
 103,-4.37947,-44.64014,S 4 22 46.09,O 44 38 24.50,São Luís Gonzaga do Maranhão,2111409,MA,981,653.3,0.0,326.0,0.0,0.0,1.7,0.0,99
 104,-2.62711,-44.30617,S 2 37 37.60,O 44 18 22.21,São Luís,2111300,MA,839,374.4,1.1,149.6,23.9,0.0,0.0,291.1,100
 105,-15.53216,-58.33697,S 15 31 55.78,O 58 20 13.09,São José dos Quatro Marcos,5107107,MT,1284,1187.2,0.5,60.7,0.0,0.0,36.1,0.0,100
 106,-5.01499,-44.55154,S 5 0 53.96,O 44 33 5.54,São José dos Basílios,2111250,MA,366,276.5,1.4,76.8,0.0,0.0,0.0,12.7,100
 107,-10.68304,-52.63992,S 10 40 58.94,O 52 38 23.71,São José do Xingu,5107354,MT,7465,4339.8,11.8,2762.0,0.0,0.0,306.2,57.0,100
 108,-13.43601,-56.79362,S 13 26 9.64,O 56 47 37.03,São José do Rio Claro,5107305,MT,4563,1824.1,22.8,1633.2,0.0,0.0,1103.6,2.1,100
 109,-16.45731,-54.27559,S 16 27 26.32,O 54 16 32.12,São José do Povo,5107297,MT,443,27.4,0.0,0,0.0,0.0,416.1,0.0,100
 110,-2.59520,-44.09279,S 2 35 42.72,O 44 5 34.04,São José de Ribamar,2111201,MA,390,101.2,0.2,116.1,0.5,0.0,0.0,172.2,100
 111,-6.43988,-46.90735,S 6 26 23.57,O 46 54 26.46,São João do Paraíso,2111052,MA,2070,257.1,0.3,18.1,0.0,0.0,1794.8,0.0,100
 112,-3.59710,-46.53744,S 3 35 49.56,O 46 32 14.78,São João do Carú,2111029,MA,620,413.6,0.0,89.7,116.7,0.0,0.0,0.0,100
 113,-5.44170,-48.67711,S 5 26 30.12,O 48 40 37.60,São João do Araguaia,1507508,PA,1288,924.2,5.0,174.0,0.0,0.0,73.7,116.1,99
 114,-0.77509,-47.26758,S 0 46 30.32,O 47 16 3.29,São João de Pirabas,1507474,PA,703,207.8,3.3,327.4,73.5,0.0,12.9,81.4,99
 115,-0.86850,-47.96322,S 0 52 6.60,O 47 57 47.59,São João da Ponta,1507466,PA,197,108.3,0.6,42.5,33.2,0.0,1.7,11.3,99
 116,0.77051,-59.92018,N 0 46 13.84,O 59 55 12.65,São João da Baliza,1400506,RR,4305,536.8,3.5,3761.3,1.1,0.0,0.4,5.4,100
 117,-3.01337,-44.77539,S 3 0 48.13,O 44 46 31.40,São João Batista,2111003,MA,700,148.6,0.0,39.8,17.6,0.0,358.8,135.2,100
 118,-6.16889,-48.75597,S 6 10 8.00,O 48 45 21.49,São Geraldo do Araguaia,1507458,PA,3181,2497.5,0.7,340.2,0.0,0.0,314.1,29.2,99
 119,0.35952,-68.17017,N 0 21 34.27,O 68 10 12.61,São Gabriel da Cachoeira,1303809,AM,112476,1206.3,0.6,83916.5,25381.2,0.0,489.7,1482.3,100
 120,-1.20761,-47.74858,S 1 12 27.40,O 47 44 54.89,São Francisco do Pará,1507409,PA,480,417.4,0.1,36.7,24.5,0.0,1.3,0.1,99
 121,-12.38020,-62.94649,S 12 22 48.72,O 62 56 47.36,São Francisco do Guaporé,1101492,RO,11095,2508.7,10.7,5411.9,6.7,0.0,3144.7,23.0,100
 122,-5.16989,-47.32265,S 5 10 11.60,O 47 19 21.54,São Francisco do Brejão,2110856,MA,751,718.3,0.9,32.7,0.0,0.0,0.0,0.0,100
 123,-7.46114,-52.46225,S 7 27 40.10,O 52 27 44.10,São Félix do Xingu,1507300,PA,84253,17885.4,199.2,61429.4,211.2,0.0,3788.0,939.0,100
 124,-10.04361,-46.75224,S 10 2 37.00,O 46 45 8.06,São Félix do Tocantins,1720150,TO,1923,0.0,0.0,0,0.0,0.0,1923.4,0.0,100
 125,-11.47956,-52.50108,S 11 28 46.42,O 52 30 3.89,São Félix do Araguaia,5107859,MT,16851,4507.2,20.5,6102.2,0.0,0.0,6180.1,61.5,99
 126,-7.10735,-44.88571,S 7 6 26.46,O 44 53 8.56,São Félix de Balsas,2110807,MA,2057,0.0,0.0,12.5,0.0,0.0,2044.5,0.0,100
 127,-11.91634,-61.45463,S 11 54 58.82,O 61 27 16.67,São Felipe D'Oeste,1101484,RO,547,486.2,0.2,60.8,0.0,0.0,0.0,0.0,100
 128,-5.66656,-44.31635,S 5 39 59.62,O 44 18 58.86,São Domingos do Maranhão,2110708,MA,1168,851.9,8.8,223.8,0.0,0.0,92.3,0.0,100
 129,-1.92729,-47.75973,S 1 55 38.24,O 47 45 35.03,São Domingos do Capim,1507201,PA,1686,1339.9,1.8,216.7,78.3,0.0,15.2,35.9,99
 130,-6.84762,-44.59859,S 6 50 51.43,O 44 35 54.92,São Domingos do Azeitão,2110658,MA,974,0.0,0.0,0,0.0,0.0,974.2,0.0,100
 131,-5.68166,-48.73065,S 5 40 53.98,O 48 43 50.34,São Domingos do Araguaia,1507151,PA,1397,1290.3,0.9,106.7,0.0,0.0,0.0,0.0,100
 132,-0.82301,-48.03573,S 0 49 22.84,O 48 2 8.63,São Caetano de Odivelas,1507102,PA,752,232.5,0.2,134.4,62.8,0.0,8.8,313.5,100
 133,-5.94912,-47.79323,S 5 56 56.83,O 47 47 35.63,São Bento do Tocantins,1720101,TO,1112,351.1,0.2,76.2,0.0,0.0,684.7,0.0,99
 134,-2.78496,-44.93574,S 2 47 5.86,O 44 56 8.66,São Bento,2110500,MA,465,362.8,0.0,0.2,1.7,0.0,99.8,0.5,100
 135,-4.81280,-44.48090,S 4 48 46.08,O 44 28 51.24,Santo Antônio dos Lopes,2110302,MA,781,290.2,0.7,490.8,0.0,0.0,0.0,0.0,100
 136,-1.09607,-48.14127,S 1 5 45.85,O 48 8 28.57,Santo Antônio do Tauá,1507003,PA,540,324.8,0.2,91.9,19.6,0.0,6.8,96.9,100
 137,-16.48613,-55.26485,S 16 29 10.07,O 55 15 53.46,Santo Antônio do Leverger,5107800,MT,12262,1044.1,2.9,1096.7,0.0,0.0,10099.5,21.7,99
 138,-14.82013,-53.69196,S 14 49 12.47,O 53 41 31.06,Santo Antônio do Leste,5107792,MT,3597,2.1,0.0,64.7,0.0,0.0,3530.2,0.0,100
 139,-3.08079,-69.06723,S 3 4 50.84,O 69 4 2.03,Santo Antônio do Içá,1303700,AM,12737,139.6,0.1,9350.8,2704.9,0.0,90.4,451.3,99
 140,-14.44224,-57.21069,S 14 26 32.06,O 57 12 38.48,Santo Afonso,5107263,MT,1172,972.4,4.2,195.2,0.0,0.0,4.4,0.0,100
 141,-0.90151,-47.34586,S 0 54 5.44,O 47 20 45.10,Santarém Novo,1506906,PA,230,148.2,0.0,43.3,27.8,0.0,1.9,8.8,100
 142,-2.81346,-55.58935,S 2 48 48.46,O 55 35 21.66,Santarém,1506807,PA,22890,4708.3,54.3,12749.7,880.7,0.0,663.5,3887.8,100
 143,-9.27666,-50.54546,S 9 16 35.98,O 50 32 43.66,Santana do Araguaia,1506708,PA,11609,7203.7,16.6,3532.0,0.0,0.0,808.4,64.9,99
 144,0.17769,-51.42352,N 0 10 39.68,O 51 25 24.67,Santana,1600600,AP,1578,75.3,0.0,475.5,42.9,0.0,940.0,44.3,100
 145,-6.48483,-47.76416,S 6 29 5.39,O 47 45 50.98,Santa Terezinha do Tocantins,1720002,TO,271,73.4,0.0,24.6,0.0,0.0,173.0,0.0,100
 146,-10.28750,-50.98703,S 10 17 15.00,O 50 59 13.31,Santa Terezinha,5107776,MT,6459,2597.2,7.3,2570.9,0.0,0.0,1243.7,47.2,100
 147,-10.29171,-47.74599,S 10 17 30.16,O 47 44 45.56,Santa Tereza do Tocantins,1719004,TO,543,0.0,0.0,0,0.0,0.0,543.7,0.0,100
 148,-11.41267,-48.13864,S 11 24 45.61,O 48 8 19.10,Santa Rosa do Tocantins,1718907,TO,1804,0.0,0.0,0,0.0,0.0,1804.1,0.0,100
 149,-9.51622,-70.29089,S 9 30 58.39,O 70 17 27.20,Santa Rosa do Purus,1200435,AC,6350,88.8,2.3,6225.4,0.8,0.0,0.1,34.9,100
 150,-13.78307,-55.28772,S 13 46 59.05,O 55 17 15.79,Santa Rita do Trivelato,5107768,MT,4756,674.8,0.4,674.1,0.0,0.0,3407.1,0.0,100
 151,-10.96311,-49.32012,S 10 57 47.20,O 49 19 12.43,Santa Rita do Tocantins,1718899,TO,3285,23.2,2.4,14.6,0.0,0.0,3247.0,0.2,100
 152,-3.15407,-44.33057,S 3 9 14.65,O 44 19 50.05,Santa Rita,2110203,MA,718,254.3,2.2,271.8,1.5,0.0,168.6,21.8,100
 153,-8.80099,-47.89796,S 8 48 3.56,O 47 53 52.66,Santa Maria do Tocantins,1718881,TO,1419,0.0,0.0,0,0.0,0.0,1410.6,9.3,100
 154,-1.36579,-47.53045,S 1 21 56.84,O 47 31 49.62,Santa Maria do Pará,1506609,PA,460,415.3,0.1,31.8,12.9,0.0,0.0,0.0,99
 155,-8.64175,-50.39224,S 8 38 30.30,O 50 23 32.06,Santa Maria das Barreiras,1506583,PA,10351,5901.5,13.3,1891.6,0.0,0.0,2508.9,49.0,99
 156,-2.52815,-45.77625,S 2 31 41.34,O 45 46 34.50,Santa Luzia do Paruá,2110039,MA,908,864.2,0.0,2.3,11.0,0.0,30.5,0.0,100
 157,-1.72515,-46.89921,S 1 43 30.54,O 46 53 57.16,Santa Luzia do Pará,1506559,PA,1367,1249.9,0.0,114.1,3.0,0.0,0.0,0.0,100
 158,-12.14230,-61.72946,S 12 8 32.28,O 61 43 46.06,Santa Luzia D'Oeste,1100296,RO,1207,978.2,0.6,228.8,0.0,0.0,0.0,0.0,100
 159,-4.29175,-45.93682,S 4 17 30.30,O 45 56 12.55,Santa Luzia,2110005,MA,6245,5720.8,1.7,320.1,204.1,0.0,0.0,0.0,100
 160,-0.25129,-64.98731,S 0 15 4.64,O 64 59 14.32,Santa Isabel do Rio Negro,1303601,AM,64130,218.3,0.5,57760.7,4571.9,0.0,950.8,628.3,100
 161,-1.36752,-48.12871,S 1 22 3.07,O 48 7 43.36,Santa Isabel do Pará,1506500,PA,720,534.7,0.5,130.0,30.4,0.0,4.1,20.8,100
 162,-3.85236,-45.42994,S 3 51 8.50,O 45 25 47.78,Santa Inês,2109908,MA,778,766.3,0.0,0,0.0,0.0,8.6,3.5,100
 163,-2.46946,-45.53681,S 2 28 10.06,O 45 32 12.52,Santa Helena,2109809,MA,2335,1419.1,0.1,59.6,119.1,0.0,629.3,107.9,100
 164,-5.49785,-44.60715,S 5 29 52.26,O 44 36 25.74,Santa Filomena do Maranhão,2109759,MA,408,57.0,0.0,11.7,0.0,0.0,339.3,0.0,100
